"","Classical","Electronic","Folk","Hip-Hop","International","Jazz","Old-Time / Historic","Pop","Rock","MeanDecreaseAccuracy","MeanDecreaseGini"
"chromacens.median.01",0.000160302529560816,-7.37567884946712e-05,0.000165674502773057,0.000121409537422975,0.00123474098809267,0.00178382371166444,2.76180292192006e-05,0.000136942227076629,0.000192499951497724,0.000415097662937977,1.77423986341943
"chromacens.median.02",0.000239087870076005,0.000536150940207643,0.000315675210417076,0.000285040243467207,0.00328399837402067,0.00190384771559859,-2.99383562490979e-05,0.000131227189370988,0.000220218279191694,0.000761580780592231,2.05178633417495
"chromacens.median.03",0.000182692602222338,0.000185798655369242,0.00087290112183087,6.55394223708002e-05,0.00292839616829901,0.00183158833043974,-3.54382664133502e-06,0.000110600759630173,0.000472226209094491,0.000735819052094124,1.98734111416395
"chromacens.median.04",-0.000109281310088038,0.000123503066232156,0.000137924372377081,-0.000109533214051987,0.00129410286514295,0.00119970021903196,3.11956232209927e-05,9.42721159428489e-05,0.000230168397938021,0.000315892634498636,1.4725405546212
"chromacens.median.05",6.7785278188982e-05,-6.57699849993398e-05,0.000321246674233991,2.16112552289714e-05,0.00158364583161717,0.00181984838443267,8.45729837763042e-05,-3.26287058911709e-05,0.000249020063422418,0.000454657791838623,1.69541565533238
"chromacens.median.06",0.000155375273035192,-3.28421639757544e-05,-4.71622431808122e-06,-0.000163947413539669,0.00134585966213203,0.00158153015852298,-2.67333628435442e-05,2.2002174702077e-05,5.84035586205488e-05,0.000321883138723379,1.56419818762066
"chromacens.median.07",0.000159646581179135,0.000167253434619218,6.04109119452022e-05,9.57365552197617e-05,0.00172302973945717,0.00176840156626527,7.65538222877316e-05,-6.98406525937162e-05,2.13212964490742e-05,0.000444966844528007,1.62690466893168
"chromacens.median.08",0.000178996801030794,0.000199075722262086,5.50004428137879e-07,0.000241573892684349,0.00240793205662883,0.00149815760421762,0.00013952791136096,0.000179810321251528,0.000194581782402084,0.000563342613739287,1.63175952174628
"chromacens.median.09",5.38746884851111e-05,5.14621459153142e-05,-5.31343319164031e-05,1.13268655877389e-06,0.00217484680950583,0.00135172259055733,8.51494655623682e-05,-9.74497472727947e-05,0.000197270318006503,0.00042188187824245,1.66425132356089
"chromacens.median.10",0.000109652109436758,-5.89579612190754e-05,-1.11322221347332e-05,9.60908373421197e-05,0.00125168433183057,0.00128506343491036,-2.33390947753388e-05,1.31107592887308e-05,-0.000148435292835966,0.000277790208021928,1.40780935391736
"chromacens.median.11",-0.000127212225770783,0.000299463423133488,-1.12867124818569e-05,0.000132327140678568,0.00133062285291854,0.00143556677109176,0.000162140683288722,0.000127263549850986,0.000315209316221319,0.000406134846614958,1.60354849051435
"chromacens.median.12",7.36111557160293e-05,-7.05966782513782e-05,6.69046182210299e-05,9.14724997226463e-05,0.00162904268735543,0.00155808240382726,0.000127266338584974,7.08479790239461e-05,0.000330330195163567,0.000429684408046555,1.72849199671989
"chromacens.min.01",4.43371378402107e-05,0.000140858086463881,4.86768779481838e-05,0.000153040090826294,0.000492789151479041,0.000307795055944069,8.23557600774615e-06,0.000119494671540784,-6.70550494833181e-06,0.000145027813675422,0.532560726840547
"chromacens.min.02",0.000305023804308105,-0.00011199958944338,9.95330729662871e-07,9.82117701215302e-05,0.000808458192521571,0.000354476311227958,-3.67789392179636e-06,-1.95656884329531e-05,2.62241427303255e-05,0.000167486028107129,0.566125807553594
"chromacens.min.03",9.77130977130977e-06,-5.71668448713268e-05,9.08347309896604e-06,3.89880101354911e-05,0.00118246119085481,0.000392598039492776,-8.30007732590837e-06,0.000106837604509479,0.000244910237960192,0.000216656089389523,0.595935667050312
"chromacens.min.04",0.000261126990273421,-3.65932081188002e-05,-9.82224673767365e-08,0.00011386989332168,0.000589030234882418,0.000244005932174833,-2.80448717948718e-06,0.000102574528693522,6.77174134375579e-05,0.000148996684831375,0.529525938003256
"chromacens.min.05",8.85704250087812e-05,-9.85699671468083e-05,3.61005473400115e-05,0.000211827514925233,0.000652382873201848,0.000497754469923799,6.94681402202219e-05,4.41833168753955e-05,-0.000170467415627071,0.000149289627891503,0.549694794332211
"chromacens.min.06",0.000270855495082366,5.69288773510972e-05,2.9574011351505e-05,3.17942320325224e-06,0.00056475886437101,0.000167631167395364,0.000133735018024659,-1.96260151854272e-05,-5.43016076373321e-05,0.000125286423204481,0.48872078908377
"chromacens.min.07",8.11542061542061e-05,-4.86228891663647e-05,-1.16335379244327e-05,0.000235545848839991,0.00071331832658961,0.00013488599580502,-1.65517489046901e-05,7.61005929236286e-05,-0.000185498263297596,0.000106934837840848,0.607577851044532
"chromacens.min.08",0.00031534509015834,-0.00021209603046917,2.72263785241435e-05,0.000600964417667714,0.000589116352460131,0.000213820729272447,4.13725490196078e-05,3.22908500079154e-05,-7.53550135302287e-05,0.000175827083667466,0.692567059413733
"chromacens.min.09",1.02029944627153e-05,-1.67821153028403e-05,-7.68915581961582e-07,4.31459995844497e-06,0.000586446245928463,0.000156555287013419,7.29549535237445e-05,1.39820931693998e-05,-0.000105280878909911,8.38909192114331e-05,0.460870149814504
"chromacens.min.10",0.000187567452627694,-5.7960913558756e-05,1.06837606837607e-06,9.65198506886783e-05,0.000534087816193031,9.2759321594663e-05,0,9.13732451597034e-05,-2.72445490063528e-05,0.000103621020488949,0.485281088649978
"chromacens.min.11",0.000284283177092666,8.87569615241803e-05,1.63192910099671e-05,9.18619558823323e-05,0.000696998513450361,0.000172460424662943,4.07925407925408e-06,1.16683415069211e-05,-0.000219875402098072,0.000128658323549149,0.511807949704501
"chromacens.min.12",0.000183750026741591,-6.77750038336132e-05,2.46245543672014e-05,4.60066010122104e-05,0.000698214938700357,0.000319100495535501,-3.15136476426799e-05,1.0944228879305e-05,-3.53267622455023e-05,0.000130085018069426,0.440411526576676
"chromacens.skew.01",0.00013406013638166,9.86406477016858e-05,0.000140514003060576,7.5740471133223e-05,0.00145503887627935,0.00156702791434584,3.67346427124973e-05,0.000121820962341315,4.74816351477999e-07,0.000401923381709157,1.67156663507895
"chromacens.skew.02",0.000287185753982381,4.38134641346479e-05,0.000310855216136415,6.66382935965224e-05,0.00228779814529031,0.00187604327123154,0.000199135158271283,6.31478623877894e-05,0.000119397876148128,0.000578025142830947,1.91389104743235
"chromacens.skew.03",0.00049976896015085,-6.40874984598815e-05,0.000190364781935332,-0.00012260919286467,0.0019879094565916,0.0018768917445226,1.15200164659874e-05,9.5369424301903e-05,0.000174275448112222,0.00051828884179792,1.84555509818146
"chromacens.skew.04",0.000198264808055837,0.000110590445541921,0.000115132209652154,-6.9794093488103e-05,0.00136104746354702,0.00162550701277477,-8.55265589170759e-05,8.00617642589551e-05,9.17033670962757e-05,0.000379879614637256,1.71870069623078
"chromacens.skew.05",0.000174211874030339,0.000196391763988691,7.05472264257952e-05,-9.09679265072861e-05,0.00135104340369586,0.0013674536983587,0.000142769920902725,2.59962747588164e-05,4.58195951354693e-05,0.000365021464129283,1.45134825200289
"chromacens.skew.06",0.000320614660925324,0.000170982260306448,0.00027290459751551,6.01853485046612e-06,0.00227383409281023,0.00281656396003384,0.000224208411409525,3.49888915477124e-05,5.14990472747538e-05,0.000696353063412084,2.01263189156703
"chromacens.skew.07",7.33565940790329e-05,0.000116814440059647,1.78507914902989e-05,0.000208349737695121,0.0027026077447086,0.00148477839288723,0.000132713813564291,-0.000104943871302378,-0.00022990408029026,0.000486103992608328,1.84077092297575
"chromacens.skew.08",9.9132165920786e-05,9.81876041628101e-05,0.00028389329821242,-1.4202491425407e-05,0.00541484875852093,0.00223834769218566,0.000132545740936787,0.000108489742735658,0.000222686667487983,0.000950753114249766,2.26383691525758
"chromacens.skew.09",-2.99227776102574e-05,6.29589403784576e-06,0.000192600392006422,-7.61846002835636e-05,0.00251373065177543,0.00170421039562519,-8.51662268363211e-05,0.000127156282556802,-0.000292890310697272,0.000443963750185445,1.65982875767579
"chromacens.skew.10",9.39668148881754e-05,-0.000160916100610127,1.80542110764669e-05,2.44078339050215e-05,0.00200276714679696,0.00157372353122614,5.80601146666289e-05,0.000214201321021454,9.2666765720948e-05,0.000444838152317439,1.80297906767446
"chromacens.skew.11",0.000353942395939729,-0.00015036026869118,0.000146100680703146,4.58450369839361e-05,0.0027941592036219,0.00292883333501555,6.05256431543061e-05,-0.000204736584056796,0.000362584572359954,0.000702352186409188,2.0449159399786
"chromacens.skew.12",-0.000105499447399326,0.00013569913999198,2.58428211629935e-05,0.000123863850207427,0.001446725706892,0.00195169126405111,0.000444487822368472,0.000200245212372314,3.28507573901483e-05,0.000464356238954706,1.65031708024469
"chromacens.std.01",0.00164749746522443,-0.000210989031754388,0.000163150290637793,0.000290939442381796,0.00241456856959332,0.00151507514290689,0.000158633045608282,0.000246489724237109,5.76821051844396e-05,0.000702452770535352,2.13100982852133
"chromacens.std.02",0.00163502371693426,-5.03832649386412e-05,9.14424275727827e-05,0.000846285384278402,0.00243392346699721,0.00216858740156341,0.000163071716531459,0.000184371737886429,0.00027504429716095,0.00085945097780124,2.54463969329282
"chromacens.std.03",0.00113126756264597,0.00018708297449892,2.86763399032444e-05,0.00104097117054714,0.00280939443957379,0.00224496494326169,0.000490197039118866,0.000192828140894623,3.20120027190449e-05,0.00090906926705667,2.33019618228024
"chromacens.std.04",0.000877768023261145,-0.000125875868503597,0.000104307287487075,0.000295971456709472,0.00228367567664109,0.0024179015895424,0.000316047666466088,-0.000158313014401873,0.00107302934743942,0.00078693316117447,2.10647137812053
"chromacens.std.05",0.00209389334940107,0.000351979348728083,0.000110363791102358,5.83981567594796e-05,0.00237350026118627,0.00232029569817188,0.000118464449612375,0.000138783941935371,1.30355119706307e-05,0.000840507780957203,2.04643373065137
"chromacens.std.06",0.00149148428991859,0.000141054121008745,5.7639766935781e-05,0.000250730051533314,0.00184200411096031,0.00263266753145718,4.19474745639035e-05,1.57612718118922e-05,0.000365484163389832,0.000764082571468851,1.74486144837271
"chromacens.std.07",0.00157303509984932,-0.000145905048197255,-5.10148838947831e-05,0.000533204774157066,0.00293840665178553,0.00325667619385774,4.86583322337783e-05,-0.000146720568191935,0.000221615529224069,0.000915348844014202,2.1526776588115
"chromacens.std.08",0.000999494964715021,-9.3634801495935e-05,0.000294082002029093,0.000598142679976155,0.00351717829924087,0.00241667821014912,0.000453195227410309,0.000320130437074906,-0.000134093419870024,0.000937456427161309,2.17252140894311
"chromacens.std.09",0.000788629640367301,-8.30455753554868e-05,0.000246442907055344,0.000139492098979791,0.00211442208488166,0.00159600472023624,0.000291664880289054,-0.00014514555850705,0.000354703078862555,0.000592925517698292,1.72885359377096
"chromacens.std.10",0.00301086147900106,0.000231188012380226,0.000217524922067095,0.000620289906622918,0.00218057382735883,0.00189059697828325,0.000320126520922082,0.000452866377890478,-7.521039638642e-05,0.000978333875063636,2.2554508680843
"chromacens.std.11",0.00142811509228028,0.000231564786968107,-0.000169351352155238,0.000319898616483366,0.00194539344751624,0.00180931895097836,3.93791787497877e-06,3.40570103139108e-05,3.12979903418945e-05,0.000630609998866501,1.80419335469676
"chromacens.std.12",0.00127238466449905,0.000130698946661869,-3.35406779180594e-05,0.000258129696154522,0.0028057491443265,0.00232299956049699,0.0001938080586446,0.000109767862695717,-0.000334057337152999,0.000741166338411616,2.08715445299899
"chromacqt.kurtosis.01",-5.12817997670014e-06,0.000180053516132628,0.000592968353335171,-5.3343954996157e-06,0.00261140555862977,0.00170342724999033,8.09357176165904e-05,1.63630895488319e-05,0.000186809703821979,0.000597784207700873,1.93211728870758
"chromacqt.kurtosis.02",-0.000140210045157412,0.000334517872591124,0.000820363913512885,0.000137935451515859,0.00313031644924289,0.00250383062947382,4.63559405917357e-05,0.000339507692322058,0.00064484980849991,0.000862299720700164,2.58905191172326
"chromacqt.kurtosis.03",0.000137808546754831,1.52154420790386e-05,0.000637690385490372,0.000120422627442902,0.0032262033616391,0.00189887432317239,0.000152307013414784,4.06553926928059e-05,0.000111593423575671,0.000708353089775642,2.0726318476843
"chromacqt.kurtosis.04",-2.95291481902233e-05,0.000297808161722036,0.000685482633312075,0.000296432666118473,0.00386201360412687,0.00438041716392933,-4.69006549442049e-05,0.000178158776325475,0.00232197916944929,0.00133850493782972,3.21789054089185
"chromacqt.kurtosis.05",-2.17469413318338e-05,0.000194756828592059,0.000229745478148105,-0.00010601935382246,0.00137875714018017,0.00105240586828028,7.31489435827336e-06,0.000109163081976856,0.000103915985308,0.000327163609288969,1.64241844560007
"chromacqt.kurtosis.06",0.000269497950741187,0.000336918211189035,0.000373651900513508,-0.000124526377429499,0.00189864208300669,0.00168586486769696,0.000137979256428721,-1.82835641945695e-05,0.000150187189869276,0.000531760739052736,2.05604297633416
"chromacqt.kurtosis.07",0.00057741224127871,0.00014517759365984,0.000379344043979468,-9.70723562836494e-05,0.00175434489277078,0.00185063219695856,0.000200798338913201,8.37241613943323e-05,0.000212437280650002,0.000564802963190056,1.92420303681331
"chromacqt.kurtosis.08",0.000113918990446629,0.00013512407110585,3.65618668346666e-05,0.000149296542473031,0.00149077819461995,0.00173548531491832,0.000179317516138033,0.000228955904225156,-3.86011727419013e-05,0.00044005443916006,1.96067423261454
"chromacqt.kurtosis.09",-1.92687488631454e-05,-6.81251098755653e-05,0.000819401160338952,0.000256121127424807,0.00262764112102978,0.00343801255907306,-2.57118924993907e-05,0.000217461901910714,0.000792727768529381,0.00088500268025967,2.38897155824002
"chromacqt.kurtosis.10",0.00015002815431338,-7.33441686742877e-05,5.68717598186624e-05,4.62826326750942e-05,0.00160770786000168,0.0017494767782065,0.000198700580080526,0.000207020656800103,3.41793189281755e-05,0.000447589164657837,1.70771410267764
"chromacqt.kurtosis.11",5.76615730348693e-05,7.76915947877891e-05,0.000431157714137707,5.27636700782922e-05,0.00245222634083356,0.00261982868971951,0.000185299507592618,0.00016937825292621,4.96611326554871e-05,0.000678548856079309,2.22767974803258
"chromacqt.kurtosis.12",0.000216884144273892,0.00033190053832407,0.000284386297670729,-2.29180216519178e-05,0.00138973512504314,0.00119492632295787,0.000448386114357785,2.63576913952716e-05,-1.31240861102976e-05,0.000431646385757405,1.69031381123088
"chromacqt.max.01",0,0,0,0,0,0,0,0,0,0,0
"chromacqt.max.02",0,0,0,0,0,6.09595070422535e-05,0,0,0,6.25667307281657e-06,0.0076854609929078
"chromacqt.max.03",0,0,0,0,0,0,0,0,0,0,0.00175
"chromacqt.max.04",0,0,0,0,0,0,0,0,0,0,0.0024
"chromacqt.max.05",0,0,0,0,0,0,0,0,0,0,0.00571794871794872
"chromacqt.max.06",0,0,0,0,0,0,0,0,0,0,0
"chromacqt.max.07",0,0,0,0,0,0,0,0,0,0,0
"chromacqt.max.08",0,0,0,0,0,0,0,0,0,0,0.00540487804878049
"chromacqt.max.09",0,0,0,0,0,0,0,0,0,0,0
"chromacqt.max.10",0,0,0,0,0,0,0,0,0,0,0.00290769230769231
"chromacqt.max.11",0,0,0,0,0,0,0,0,0,0,0.001
"chromacqt.max.12",0,0,0,0,0,0,0,0,0,0,0.00333333333333333
"chromacqt.mean.01",8.57303813465755e-05,0.000546092442434927,0.000212332167088006,-0.000104114286220688,0.00220858885672885,0.00155372244965756,2.62603897511287e-05,0.000166750626951434,5.31714906660683e-05,0.000526175123217755,1.9139161349859
"chromacqt.mean.02",0.000439420252819946,0.000396019063455164,0.000321200008045227,-9.1167080563998e-05,0.00314379713775252,0.00260498511873661,0.000173866374492062,4.75037892569297e-07,0.000153437941286261,0.000796757936544782,2.10075752917847
"chromacqt.mean.03",0.000417123044076928,0.000230679537432028,0.000891139939449075,0.000277430744237167,0.00395232491985262,0.00208478501894614,9.30278990065556e-05,6.67514082280362e-05,5.47966794815306e-05,0.000901128702519453,2.22085903528953
"chromacqt.mean.04",0.000367557178842477,0.000111962099497644,0.000363326571306151,0.000137014229342095,0.00203126466659947,0.00153484390865228,8.47595377036658e-05,5.29942317844401e-05,0.000440932387882669,0.000556014881418378,1.8072706566514
"chromacqt.mean.05",0.00011701057500705,0.000126805309433667,9.00571957668399e-05,-0.000239384323820746,0.00114161716515084,0.00152819435235421,3.68114524364524e-05,0.00018140303934385,0.000496529056469225,0.000394844995159351,1.43362482580128
"chromacqt.mean.06",9.72005573197371e-05,-0.000211514342444515,6.57135860674362e-05,-4.19023640192733e-05,0.00243336923523714,0.00167778396324827,0.000154497511097143,-0.000147254414125254,0.000190575284511228,0.000477088473987324,1.67503655231946
"chromacqt.mean.07",0.000550788194963461,6.12434710672287e-05,3.51000354910058e-05,0.000275791872032694,0.00176612675593406,0.00132331632465829,4.59685741093523e-05,-0.00018142729655964,0.000186546160023383,0.000451608216495636,1.67589929536317
"chromacqt.mean.08",9.42822293794755e-05,0.000163481240496771,0.000237264783452781,-0.000128654144736148,0.00166345082813931,0.000902930809361575,5.97797336862156e-05,-0.00013534183084327,0.000229802778134976,0.000344428958210493,1.4974863792553
"chromacqt.mean.09",0.000277972398407351,9.83440034107162e-06,0.000241301440469419,0.000225922525009837,0.00213146323478548,0.00187648605740907,9.76972413677071e-05,-9.00585560938937e-05,-9.24828146981459e-05,0.000515454283455784,1.75263057584009
"chromacqt.mean.10",0.000277741587163218,0.000205859768936996,5.21818192556376e-05,-8.28921850520402e-06,0.00148311631101808,0.00117895415252333,8.58276167486694e-05,0.000157410509731418,0.000254363966711754,0.000414637613198246,1.7087917007618
"chromacqt.mean.11",0.000230890653183171,-4.88394882070807e-05,0.000287652155319293,-4.15518773704832e-05,0.0016159440002406,0.00176218247807708,-1.85318041348412e-05,-1.73753936631253e-05,0.000313542850393871,0.000451373813409755,1.76129685171453
"chromacqt.mean.12",9.06525738241568e-05,-3.79592968571971e-05,0.000304767557167546,1.06848215510005e-06,0.00144488927353451,0.00171188112176589,0.000189888357323319,6.09663138809331e-05,0.000287667292429153,0.000457456225614986,1.62943550175172
"chromacqt.median.01",0.000145403387765212,0.000477083829084469,0.000386828557828154,5.74723522605318e-05,0.00186794588530319,0.0017020577510944,0.000318232036297437,-9.62091119485446e-05,0.00019253599875114,0.000556013636423663,1.90566771863124
"chromacqt.median.02",0.000429133588205734,0.000612960832750372,0.000412139092735066,-0.000274849972126229,0.00326164053369452,0.00201624752562985,0.000180102865197636,2.13784614120776e-05,-1.582816011162e-06,0.000745856869092517,2.16045937556157
"chromacqt.median.03",0.000166909476920335,0.000154125309473189,0.000711988784783306,8.98815694433152e-05,0.00217937122231003,0.00176302115519584,1.32852528425861e-05,9.77119057610725e-05,8.54513226041389e-05,0.000583794903736697,2.04085731950836
"chromacqt.median.04",0.000450964155578836,8.06965718373442e-05,7.91292302577291e-05,-6.23447992421801e-05,0.00152232852245998,0.00156957749341667,0.00010474116564578,4.99817311171592e-05,0.00025959788331479,0.000448188924992507,1.73388373632387
"chromacqt.median.05",0.00017541833609412,5.0738278031902e-05,0.000323842621671042,-9.30132777027116e-06,0.00148199193689437,0.00113751335726973,0.000225936257765012,-1.53100808018618e-05,0.000454381667362756,0.000419495768663781,1.64425490249787
"chromacqt.median.06",0.000168263590894888,3.10832904688974e-05,0.000138277386521664,0.000112781072429021,0.00207754276475562,0.00154322348317452,0.000158508433594386,0.000118110420852691,0.000356946606614809,0.000524335677639385,1.92714900476914
